target,predictor,N,linear_intercept_a,linear_slope_b,linear_slope_b_boot_mean,linear_slope_b_CI95_lo,linear_slope_b_CI95_hi,linear_R2,linear_AIC,linear_BIC,multi_R2,multi_AIC,multi_BIC,poly_R2,poly_AIC,poly_BIC,loglog_intercept_a,loglog_slope_b,loglog_slope_b_boot_mean,loglog_slope_b_CI95_lo,loglog_slope_b_CI95_hi,loglog_R2,loglog_AIC,loglog_BIC,residual_mean,residual_std
rho_star_hat,X_hat_inv,20,0.00043775444028406056,2.017650084471924e-05,2.0281370003659653e-05,1.8203412039976515e-05,2.2841990322066333e-05,0.9492774179193275,-359.6092822278004,-359.6092822278004,0.9941420657000439,-400.7807659170109,-397.7850336434569,0.9319589075936141,283.45781690194684,289.4492814490548,-9.383109513903443,0.7269821550709387,0.7298549285388154,0.6521087401167363,0.8250959606732993,0.9471101321225479,-99.11806974120385,-99.11806974120385,2.491540262865343e-07,9.269150560727098e-06
rho_bh_hat,X_hat,20,-8.252677209112287e-06,0.0008779775399054674,0.0008779948117836359,0.0008080726116049915,0.0009569003218503882,0.9730857273675094,-541.670703811857,-541.670703811857,0.9966628993985865,-581.4217914209771,-578.4260591474231,0.9428239356138353,,,-3.4912149753685675,2.0700472829501724,2.066030735065763,1.8930401116054816,2.2403757945012455,0.9781070149714856,-75.5460621308793,-75.5460621308793,2.853607087833378e-09,1.013303673329483e-07
